job_date,job_name,company_name,company_content,job_content,job_address,job_url,company_url
1/17,DA 遊戲數值設計師,神來也麻將_慧邦科技股份有限公司,待遇面議員工250人距捷運古亭站約50公尺,"1.機率計算與期望值設計
2.設計遊戲所需的各種數值，確保遊戲平衡並提升營運效率
3.建立方便調整數值的估算工具
4.偵測數值異常並給予調整建議

★想要更加了解慧邦科技嗎？歡迎到gamesofa careers看看！
https://www.facebook.com/GamesofaCareers/",台北市中正區經歷不拘大學,https://www.104.com.tw/job/714dh?jobsource=2018indexpoc,https://www.104.com.tw/company/cr7ury8?jobsource=2018indexpoc
1/13,軟體專案經理,興創知能股份有限公司,"月薪48,000~70,000元員工28人距捷運公館站約470公尺","【工作內容】:
1. 客戶需求訪談、分析與規劃。
2. 撰寫報告、系統分析與系統規劃文件等。
3. 執行政府標案，管理專案進度、統整與協調 。
4. 管理客戶需求與期待，並驗證產出的系統符合需求。

【必備條件】:
1. 現代Web軟體架構相關知識
2. 高效率溝通技巧與期程、產出管理

【加分項目】:
1. 土木、水利、交通與GIS相關背景 
2. PMP證照。",台北市中正區經歷不拘大學,https://www.104.com.tw/job/73gp5?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkhkb?jobsource=2018indexpoc
1/20,NB Software BIOS Engineer 筆電軟韌體BIOS助理/專員/主管/高級工程師 (ThinkPad),香港商聯寶電腦有限公司台灣分公司,"月薪43,000~80,000元員工750人距捷運劍南路站約200公尺","一、軟體/韌體BIOS助理工程師

1. 協助完成指派之 BIOS 開發任務
2. 協助與產線、驗證單位(PA)溝通與問題處理
3. 協助完成 BIOS 相關問題分析與問題解決
4. 協助跨硬體(EE)、軟體(SA)、韌體(EC)等部門問題之討論與解決方式
5. 協助 BIOS 部門相關技術專利研發
6. 協助系統整合及開發、功能驗證與生產支援等相關工作

二、軟體/韌體BIOS專員工程師 

1. 負責完成指派之 BIOS 開發任務
2. 負責與產線、驗證單位(PA)溝通與問題處理
3. 負責完成 BIOS 相關問題分析與問題解決
4. 協助跨硬體(EE)、軟體(SA)、韌體(EC)等部門問題之討論與解決方式
5. 協助 BIOS 部門相關技術專利研發
6. 熟悉系統整合及開發、功能驗證與生產支援等相關工作
7. 具備閱讀英文規格書(spec)與文字描述的能力

三、軟體/韌體BIOS主管工程師 

1. 負責帶領團隊完成 NB BIOS 專案上的開發、除錯及支援生產等工作
2. 負責與產線、驗證單位(PA)溝通與問題處理
3. 負責完成 BIOS 相關問題分析與問題解決
4. 負責跨硬體(EE)、軟體(SA)、韌體(EC)等部門問題之討論與解決方式
5. 負責 BIOS 部門相關技術專利研發
6. 負責系統整合及開發、功能驗證與生產支援等相關工作
7. 熟悉除錯工具的使用並對於生產時程具備相關概念
8. 具備閱讀英文規格書(spec)與基礎溝通的能力

四、軟體/韌體BIOS高級工程師

1. 負責專案團隊工作之分配與資源協調
2. 負責專案團隊之職能訓練與個人職涯成長規劃
3. 負責代表專案與客戶溝通需求與協調問題之解決方案
4. 帶領團隊完成 BIOS 部門相關技術專利研究、開發與撰寫
5. 協助 HW/Power/Thermal 等部門進行系統整合之韌體開發與設計
6. 負責開案前的事前評估與專案過程中的風險評估
7. 負責韌體新功能/項目的導入、驗證手法之建立與規格的撰寫
8. 具備與客戶溝通、報告敘述撰寫的外語能力

",台北市中山區經歷不拘大學,https://www.104.com.tw/job/73cpp?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bi3wg?jobsource=2018indexpoc
1/18,風險管理人員(風險管理處),永豐金證券股份有限公司,待遇面議員工2300人,"1.執行金融資產評價作業及協助評價模型開發驗證
2.執行風險評估，並定期監控曝險概況
3.定期分析風險衡量結果及製作風險管理報告
4.風險相關專案規劃暨執行",台北市中正區經歷不拘碩士,https://www.104.com.tw/job/6y1hu?jobsource=2018indexpoc,https://www.104.com.tw/company/am935lk?jobsource=2018indexpoc
1/10,MyGo - Proptech/Fintech 資深Python工程師/資料科學家,MyGo商學苑_平安房屋仲介股份有限公司,待遇面議員工100人距捷運松江南京站約290公尺,"我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。( 此職務內容會針對房地產數據做大數據分析及推測 )

我們目前要建置一個不動產新創平台，供專業經紀人與客戶在平台上進行交易使用，針對土地與房屋資料做商業分析(BI)，資料庫進行ETL轉換成有用的資訊提供給平台上專業經紀人開發業務使用。同時，我們會進行房地產數據分析與視覺化，供上面的專業經紀人與客戶未來作為評估交易的相關資訊。",台北市中山區經歷不拘專科,https://www.104.com.tw/job/6yjxf?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkcyc?jobsource=2018indexpoc
1/10,多媒體系統軟體工程師_Multimedia SDK Engineer [Taipei],多方科技股份有限公司,待遇面議員工80人距捷運民權西路站約260公尺,"/Video Framework 及其 APIs (V4L2, gstreamer, ALSA, ...)
3、熟悉 Python 語言
4、熟悉單元測試
5、有多媒體相關的程式或專案開發經驗
6、有版本控制系統 (Git or",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6z7on?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bjx6c?jobsource=2018indexpoc
1/18,【實習生】助理程式設計師(21032901A),叡揚資訊股份有限公司,時薪176~190元員工700人距捷運中山國小站約490公尺,"網頁應用系統全端開發與測試
團隊合作與成員一同完成團隊目標
遵循品質與資安指標寫完程式也寫好程式

提供基礎技能培訓課程(資料庫、網頁前後端、架構設計、程式碼品質…)
結訓後加入團隊參與實際專案/產品開發

不用擔心你不會、只要你邏輯好、有學習能力跟意願、歡迎加入我們的行列

需長期配合、寒假或暑假期間每周五天、開學後每周三天",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6xxpq?jobsource=2018indexpoc,https://www.104.com.tw/company/aavnrjk?jobsource=2018indexpoc
1/05,CFD/流體/流力/熱流/熱傳分析工程師(台北),安博先進股份有限公司,"月薪36,000~80,000元距捷運松江南京站約220公尺","1. 流場/CFD數值模擬分析技術支援
2. 軟體教育訓練/客戶技術支援
3. 教材製作/銷售技術文件撰寫
4.案例研究/顧問案執行
5. 支援業務行銷工作",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/6zl41?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl9dl?jobsource=2018indexpoc
1/24,後端實習工程師 Backend Engineer Intern (長期實習),塞席爾商悠福科技股份有限公司,時薪176元以上員工60人距捷運松江南京站約320公尺,"

MINIMUM QUALIFICATIONS
· Programming experience with at least one modern language such as Java, C++, or Python. (We use Golang,",台北市中山區經歷不拘大學,https://www.104.com.tw/job/70lt4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
12/29,資深軟體工程師,財團法人均一平台教育基金會,"月薪70,000元以上員工36人遠端工作距捷運西門站約270公尺","【申請方式】
- 請透過下方連結進行申請，收到履歷後，我們會即刻展開審閱
- https://junyiacademy.teamdoor.io/s/cI7CcwBO


【工作內容】
- 進行平台重構，精進程式品質及可維護性
- 網站全端功能設計、開發與維護
- 系統架構設計與優化，確保系統可維護性與擴展性
- 提升團隊技術能力

【人格特質】
- 邏輯清晰，知道如何拆解問題，並樂於動手解決
- 善於溝通，團隊合作能力佳
- 對於教育有熱忱，具有同理心及反思能力
- 對於技術有熱忱，願意與團隊研究及分享技術新知",台北市中正區經歷不拘大學,https://www.104.com.tw/job/70mhi?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl470?jobsource=2018indexpoc
10/14,Graphic Programmer,掌中乾坤網路科技股份有限公司,待遇面議員工150人,"- 研發專案相關的遊戲製作技術，解決團隊製作過程中遇到的任何技術問題（以3D圖形技術為主，另外還有還有AI尋路及物理…等）
- 跨平台插件或函式庫開發與整合（比方AI尋路函式庫）
- 編寫相關的工具或腳本，處理團隊量產資料的問題
- 協助專案導入並培訓相關人員運用這些技術",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/5vuhh?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bixil?jobsource=2018indexpoc
1/24,後端工程師 Backend Engineer,塞席爾商悠福科技股份有限公司,待遇面議員工60人距捷運松江南京站約320公尺," experience with at least one modern language such as Java, C++, or Python. (We use Golang, node.js.)
2.Bachelor's Degree in",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5vv2u?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
1/13,科技教育(創客)工程師,旗標科技股份有限公司,"月薪30,000~45,000元員工65人距捷運善導寺站約440公尺"," Python 等程式語言，具備 AI、機器學習概念者佳。
2.具自學能力，喜歡鑽研程式邏輯、IT 技術、新興科技。
3.具閱讀習慣、樂於分享，善於將各種科技、技術主題以簡明易懂的方式，透過文字、圖解、甚至影片傳達給學習者。
4.具文章寫作組織，能用文字",台北市中正區經歷不拘大學,https://www.104.com.tw/job/5iq8o?jobsource=2018indexpoc,https://www.104.com.tw/company/apisc6g?jobsource=2018indexpoc
1/24,資料科學家 Data Scientist,塞席爾商悠福科技股份有限公司,待遇面議員工60人遠端工作距捷運松江南京站約320公尺," 
quality code, and deliver it on schedule.

【Basic Qualifications】
1. Fluent in Python, willing to learn new language.
2.",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5l6qm?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
12/07,結構CAE工程師,士盟科技股份有限公司,"年薪650,000~1,000,000元距捷運松江南京站約190公尺","士盟科技為一家台灣本土頂尖的科學顧問公司，同時為法國達梭系統SIMULIA產品線台灣區的最大代理商；27人的團隊輔導超過300多家的產官學研界之客戶，解決問題涵蓋結構、熱、流、電磁訊號、系統控制各領域。我們需要最頂尖的人才完成客戶交付的任務。

1. 工程師的職務會視專業與學習能力作循序漸進的任務指派。
2. 初期需負責結構分析軟體Abaqus的基礎教育訓練，並協助上課的客戶解決軟體與工程問題。
3. 中期則培養獨立完成專案的能力，包括電子、製造、汽車、國防、建築、材料各領域。
4. 資深工程師則需能面對客戶，負責軟體銷售的技術說明與應用案例介紹。
我們的工作充滿知識性與多樣性，歡迎厭倦一成不變工作的你(妳)，加入這個各行各業都需要的領域! ",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5qab6?jobsource=2018indexpoc,https://www.104.com.tw/company/d91n11c?jobsource=2018indexpoc
1/16,人工智慧系統開發工程師,禾多移動多媒體股份有限公司,"年薪650,000~900,000元員工40人距捷運民權西路站約500公尺","隊溝通合作
2. 熟悉 ML.DL 相關知識
3. 熟悉Python程式語言
4. 熟悉Linux 系統操作
5. 熟悉資料庫程式語言 SQL

【加分條件】
1. 推薦系統處理專案經驗佳
2. 自然語言處理專案經驗佳
3. 影像處理專案經驗佳
4",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5pzrx?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biaz4?jobsource=2018indexpoc
11/23,元大證券-《研發替代役》金融科技研發人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),"月薪35,000~45,000元上市上櫃員工14000人距捷運松江南京站約190公尺", ,台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5u9qy?jobsource=2018indexpoc,https://www.104.com.tw/company/wiuk154?jobsource=2018indexpoc
1/13,(量化交易)金融計量研究人員 Quantitative Finance Researcher,威旭資訊有限公司,"月薪60,000元以上員工60人距捷運善導寺站約410公尺"," Learning)。

為了使工作順利，需大量利用程式工具來完成任務，因此需俱備Python(或R)、C++等程式語言的基本使用能力。在累積一定的研究成果後，也有機會依個人意願發展高頻交易、量化交易員職涯，建立自動交易策略。
 
【工作內容】
・金融數據分",台北市中正區經歷不拘大學,https://www.104.com.tw/job/5tut4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk39d?jobsource=2018indexpoc
1/18,[徵求講師]Web 前端/後端程式設計講師 (平日白天時段/兼職可),艾鍗科技有限公司,"時薪800~1,600元員工12人距捷運台大醫院站約310公尺","能教授下列之全部或部份主題:
1. Web後端 (Node.js 或 Python Flask 或 PHP等皆可 )
2. HTML5/CSS
3. Javascript & JQuery 
4. AJAX、WebSocket通訊
5. 資料庫",台北市中正區經歷不拘專科,https://www.104.com.tw/job/4nj71?jobsource=2018indexpoc,https://www.104.com.tw/company/ddy4oio?jobsource=2018indexpoc
12/22,Software Engineer(MSG),美商安邁科技股份有限公司台灣分公司,待遇面議外商公司員工620人距捷運行天宮站約500公尺," with Python or jQuery.
3. Understanding Web/database/Linux related knowledge.
4. With project development experience.
",台北市中山區經歷不拘大學,https://www.104.com.tw/job/4qbja?jobsource=2018indexpoc,https://www.104.com.tw/company/18jpzi54?jobsource=2018indexpoc
1/17,工具軟體研發工程師 - 台北,系微股份有限公司,待遇面議上市上櫃員工600人距捷運行天宮站約340公尺,"1. 負責跨平台 (Windows/Linux) 工具軟體的設計與研發
2. 開發BMC自動化測試程式與相關工具軟體的設計與研發
3. 研讀原文規範書及參與需求分析，制定測試計畫以及方案，並有效實作，對測試結果負責。
4. 設計分析並定位系統 Bug 及潛在的系統缺陷，協助開發人員確認問題。
5. 嚴格確保BMC符合需求文件的要求，站在使用者角度確認產品功能和流程的流暢。
",台北市中山區經歷不拘大學,https://www.104.com.tw/job/4oac3?jobsource=2018indexpoc,https://www.104.com.tw/company/7mzp948?jobsource=2018indexpoc
1/16,資料探勘工程師,禾多移動多媒體股份有限公司,"年薪650,000~950,000元員工40人距捷運民權西路站約500公尺","
2. 程式能力(python為主) 

其他條件： 
1. 熟悉線性代數;
2.應用資料科學於實務問題之熱忱
",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/4u9yz?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biaz4?jobsource=2018indexpoc
8/11,Software Engineer (Taipei),矽立科技有限公司,待遇面議外商公司員工250人,"Responsibilities:
Developing and directing software system validation and testing methods.
Directing our software programming initiatives
Overseeing the development of documentation.
Working closely with clients and cross-functional departments to communicate project statuses and proposals.
Analyzing data to effectively coordinate the installation of new systems or the modification of existing systems.
Managing the software development lifecycle.
Monitoring system performance.
Communicating key project data to team members and building cohesion among teams.
Developing and executing project plans.
Applying mathematics and statistics to problem-solving initiatives.
Applying best practices and standard operating procedures.
Creating innovative solutions to meet our company’s technical needs.
Testing new software and fixing bugs.
Shaping the future of our systems",台北市中正區經歷不拘大學,https://www.104.com.tw/job/4m0zd?jobsource=2018indexpoc,https://www.104.com.tw/company/od0gwiw?jobsource=2018indexpoc
12/22,Back-end Software Engineer – CSG,美商安邁科技股份有限公司台灣分公司,待遇面議外商公司員工620人距捷運行天宮站約500公尺,"end techniques (e.g. Python, Bottle, WSGI) to produce, modify, and maintain back-end systems
2. Collaborate with development",台北市中山區經歷不拘大學,https://www.104.com.tw/job/4p85o?jobsource=2018indexpoc,https://www.104.com.tw/company/18jpzi54?jobsource=2018indexpoc
1/10,MyGo - Proptech/Fintech 資深Python工程師/資料科學家,MyGo商學苑_平安房屋仲介股份有限公司,待遇面議員工100人距捷運松江南京站約290公尺,"我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。( 此職務內容會針對房地產數據做大數據分析及推測 )

我們目前要建置一個不動產新創平台，供專業經紀人與客戶在平台上進行交易使用，針對土地與房屋資料做商業分析(BI)，資料庫進行ETL轉換成有用的資訊提供給平台上專業經紀人開發業務使用。同時，我們會進行房地產數據分析與視覺化，供上面的專業經紀人與客戶未來作為評估交易的相關資訊。",台北市中山區經歷不拘專科,https://www.104.com.tw/job/6yjxf?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkcyc?jobsource=2018indexpoc
1/18,Front-End Developer(系統開發一部),永豐金證券股份有限公司,待遇面議員工2300人距捷運北門站約380公尺," technical projects from beginning to end
- Familiar with Nginx, Python or Node.js
",台北市中正區經歷不拘專科,https://www.104.com.tw/job/6wilv?jobsource=2018indexpoc,https://www.104.com.tw/company/am935lk?jobsource=2018indexpoc
1/19,台北院區　資訊室／系統規劃課　程式設計師,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,"月薪39,900~42,000元員工4300人距捷運雙連站約210公尺","
工作內容
  1.負責院內軟體程式開發、手機平板等行動ＡＰＰ開發。
  2.負責院內應用程式開發／維運。
  3.現有程式碼重構優化。
  4.課內相關業務。",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6xv3b?jobsource=2018indexpoc,https://www.104.com.tw/company/1ua0thv?jobsource=2018indexpoc
1/18,【實習生】助理程式設計師(21032901A),叡揚資訊股份有限公司,時薪176~190元員工700人距捷運中山國小站約490公尺,"網頁應用系統全端開發與測試
團隊合作與成員一同完成團隊目標
遵循品質與資安指標寫完程式也寫好程式

提供基礎技能培訓課程(資料庫、網頁前後端、架構設計、程式碼品質…)
結訓後加入團隊參與實際專案/產品開發

不用擔心你不會、只要你邏輯好、有學習能力跟意願、歡迎加入我們的行列

需長期配合、寒假或暑假期間每周五天、開學後每周三天",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6xxpq?jobsource=2018indexpoc,https://www.104.com.tw/company/aavnrjk?jobsource=2018indexpoc
11/09,群健所林煜軒副研究員級主治醫師研究室誠徵博士後研究學者一名,財團法人國家衛生研究院,"月薪58,350元以上員工1400人",".熟悉MATLAB或R或Python等基本資料分析軟體
3.熟悉SPSS或SAS、STATA等統計軟體
4.具跨領域研究經驗者尤佳

",台北市中正區經歷不拘博士,https://www.104.com.tw/job/6xil3?jobsource=2018indexpoc,https://www.104.com.tw/company/169tvn88?jobsource=2018indexpoc
1/18,2022 Turing Plan 儲備AI科學家 - 百萬年薪 熱烈開放申請中！,永豐商業銀行股份有限公司,待遇面議,"【你的薪資你決定，百萬Turing就是你】

Alan Mathison Turing
被稱為AI之父，本專案特命Turing Plan，矢志尋找最頂尖的人工智慧技術菁英加入。
計畫共計二年，不預設組別，以AI技術研究開發、AI專案管理為兩大核心主軸；
早鳥申請開跑，先申請先面談!!! 你還等什麼呢?
歡迎欲投入金融科技領域的AI人才至永豐Turing Plan招募網瀏覽：
http://www.sinopac.com/turingplan/ 

【3大特色 only for you ! 】

技術為王，培養頂尖金融AI專家
高薪打造S級人才團隊；
人才為先， 打造多元活絡的職涯發展，
讓AI人才能一展專才；
轉型為要，乘風破浪、引領最新金融科技，
開拓多元歷練，快速提高視野格局。

【工作內容】
(1.)	AI 應用開發
(2.)	AI 技術概念可行性評估與驗證
(3.)	AI 技術相關論文應用探討及使用評估
(4.)	軟體工程之評估與規劃
(5.)	資料模型之建立與分析
(6.)	AI 開發專案管理與流程控管
",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/6x0q4?jobsource=2018indexpoc,https://www.104.com.tw/company/13qu7sqo?jobsource=2018indexpoc
1/03,數據管理人員 (圖像/影像資料),立達信光電集團_立信電子科技有限公司,時薪190元以上,"數據準備與發配
1.收集具有目標物的影片(或圖片)
2.篩選出影片中具特定主題的圖片
3.依固定圖片數量批次壓縮成圖片包
4.將圖片包分配給工讀生
 
數據回收／進度管理／有效資料統計
1.當周追蹤工讀生標註進度
2.抽驗檢查標註結果
3抽驗不合標準之圖片退回重標
4.統計&彙整 有效可用之圖片數量",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6wxz7?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk127?jobsource=2018indexpoc
1/18,風險管理人員(風險管理處),永豐金證券股份有限公司,待遇面議員工2300人,"1.執行金融資產評價作業及協助評價模型開發驗證
2.執行風險評估，並定期監控曝險概況
3.定期分析風險衡量結果及製作風險管理報告
4.風險相關專案規劃暨執行",台北市中正區經歷不拘碩士,https://www.104.com.tw/job/6y1hu?jobsource=2018indexpoc,https://www.104.com.tw/company/am935lk?jobsource=2018indexpoc
1/18,數據應用部-數據分析應用人員,永豐商業銀行股份有限公司,待遇面議距捷運松江南京站約450公尺,"1.運用內外部資料庫進行各類業務分析，提供數據做為決策支援
2.依專案需要進行模型建置及維護
3.主動分析資料，找出潛在潛在商機",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/6wnct?jobsource=2018indexpoc,https://www.104.com.tw/company/13qu7sqo?jobsource=2018indexpoc
1/03,影像演算法工程師,立達信光電集團_立信電子科技有限公司,待遇面議,"1.深度學習開發與應用(物件偵測、行為偵測)
2.機器學習相關應用
3.Opencv、Dlib影像處理算法開發
4.輕量級深度學習算法並嵌入各系統平台
5.資料處理與AI驗証",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5khbg?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk127?jobsource=2018indexpoc
12/07,結構CAE工程師,士盟科技股份有限公司,"年薪650,000~1,000,000元距捷運松江南京站約190公尺","士盟科技為一家台灣本土頂尖的科學顧問公司，同時為法國達梭系統SIMULIA產品線台灣區的最大代理商；27人的團隊輔導超過300多家的產官學研界之客戶，解決問題涵蓋結構、熱、流、電磁訊號、系統控制各領域。我們需要最頂尖的人才完成客戶交付的任務。

1. 工程師的職務會視專業與學習能力作循序漸進的任務指派。
2. 初期需負責結構分析軟體Abaqus的基礎教育訓練，並協助上課的客戶解決軟體與工程問題。
3. 中期則培養獨立完成專案的能力，包括電子、製造、汽車、國防、建築、材料各領域。
4. 資深工程師則需能面對客戶，負責軟體銷售的技術說明與應用案例介紹。
我們的工作充滿知識性與多樣性，歡迎厭倦一成不變工作的你(妳)，加入這個各行各業都需要的領域! ",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5qab6?jobsource=2018indexpoc,https://www.104.com.tw/company/d91n11c?jobsource=2018indexpoc
1/16,人工智慧系統開發工程師,禾多移動多媒體股份有限公司,"年薪650,000~900,000元員工40人距捷運民權西路站約500公尺","隊溝通合作
2. 熟悉 ML.DL 相關知識
3. 熟悉Python程式語言
4. 熟悉Linux 系統操作
5. 熟悉資料庫程式語言 SQL

【加分條件】
1. 推薦系統處理專案經驗佳
2. 自然語言處理專案經驗佳
3. 影像處理專案經驗佳
4",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5pzrx?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biaz4?jobsource=2018indexpoc
11/23,元大證券-《研發替代役》金融科技研發人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),"月薪35,000~45,000元上市上櫃員工14000人距捷運松江南京站約190公尺", ,台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5u9qy?jobsource=2018indexpoc,https://www.104.com.tw/company/wiuk154?jobsource=2018indexpoc
1/23,嵌入式多媒體軟體開發工程師(大直),瑞昱半導體股份有限公司,待遇面議上市上櫃員工4600人距捷運劍南路站約300公尺," makefile. 具python/Java開發經驗
3. 熟悉webkit/web app framework 者尤佳
4. 具多媒體軟體開發經驗

(MD17A0020)",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5udlk?jobsource=2018indexpoc,https://www.104.com.tw/company/aexwm9k?jobsource=2018indexpoc
10/14,Graphic Programmer,掌中乾坤網路科技股份有限公司,待遇面議員工150人,"- 研發專案相關的遊戲製作技術，解決團隊製作過程中遇到的任何技術問題（以3D圖形技術為主，另外還有還有AI尋路及物理…等）
- 跨平台插件或函式庫開發與整合（比方AI尋路函式庫）
- 編寫相關的工具或腳本，處理團隊量產資料的問題
- 協助專案導入並培訓相關人員運用這些技術",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/5vuhh?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bixil?jobsource=2018indexpoc
1/24,後端工程師 Backend Engineer,塞席爾商悠福科技股份有限公司,待遇面議員工60人距捷運松江南京站約320公尺," experience with at least one modern language such as Java, C++, or Python. (We use Golang, node.js.)
2.Bachelor's Degree in",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5vv2u?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
1/24,資料科學家 Data Scientist,塞席爾商悠福科技股份有限公司,待遇面議員工60人遠端工作距捷運松江南京站約320公尺," 
quality code, and deliver it on schedule.

【Basic Qualifications】
1. Fluent in Python, willing to learn new language.
2.",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5l6qm?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
1/13,(量化交易)金融計量研究人員 Quantitative Finance Researcher,威旭資訊有限公司,"月薪60,000元以上員工60人距捷運善導寺站約410公尺"," Learning)。

為了使工作順利，需大量利用程式工具來完成任務，因此需俱備Python(或R)、C++等程式語言的基本使用能力。在累積一定的研究成果後，也有機會依個人意願發展高頻交易、量化交易員職涯，建立自動交易策略。
 
【工作內容】
・金融數據分",台北市中正區經歷不拘大學,https://www.104.com.tw/job/5tut4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk39d?jobsource=2018indexpoc
1/17,韌體工程師,芯華電腦有限公司,待遇面議員工20人距捷運善導寺站約20公尺,"徵才條件
1. 熟悉ARM 32 bits MCU 韌體開發
2. 電子/電機/資工 相關科系畢業，精熟 C 語言
3. USB HID 通訊協議相關開發經驗
",台北市中正區經歷不拘大學,https://www.104.com.tw/job/5kpfk?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0pq?jobsource=2018indexpoc
1/18,2022 實驗室研發實習生,艾鍗科技有限公司,"日薪1,500~2,500元員工12人距捷運台大醫院站約310公尺","者尤佳
    -- 條件: 須具備基礎Python 程式設計能力
(B)  教案出版
   -- 協助完成""用高中數學學習程式演算法""及""高中生的AI""的教案
   -- 對於程式程演算法有興趣且對於文字撰寫及著作出版有興趣者

(C",台北市中正區經歷不拘大學,https://www.104.com.tw/job/5s8ff?jobsource=2018indexpoc,https://www.104.com.tw/company/ddy4oio?jobsource=2018indexpoc
1/12,自動控制暨影像處理工程師(112年研發替代役),迅得機械股份有限公司,待遇面議上市上櫃員工890人,"1-自動化控制與工廠自全自動設備軟體開發。
2-自動控制系統與機械手臂整合。
3-機械手臂運動控制與理論推導
4-單板控制系統周邊通訊控制。
5-各種網路通訊協議軟體開發與資料庫整合。
6-RGV/AGV系統控制，路徑規劃，派車邏輯系統。
7-影像處理與影像光學整合。
8-對於自動控制整合與軟體開發有興趣者佳。",桃園市中壢區經歷不拘碩士,https://www.104.com.tw/job/5wnij?jobsource=2018indexpoc,https://www.104.com.tw/company/wi4quiw?jobsource=2018indexpoc
1/07,結構研發工程師,岑卓工程顧問有限公司,待遇面議員工30人,"式能力和經驗者佳。
5.	有新建、補強設計經驗或熟悉流程者佳。
6.	熟悉台灣設計規範者佳。
7.	程式語言不拘，可用熟悉語言操作。
8.	有以下能力或經驗者尤佳：ANSYS、ABAQUS、Python、VB、APP開發、網頁架設。

",桃園市中壢區經歷不拘大學,https://www.104.com.tw/job/6jab2?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bks6l?jobsource=2018indexpoc
1/13,全端工程師,興創知能股份有限公司,"月薪55,000~90,000元員工28人距捷運公館站約470公尺","HTML5等Web前端開發技術，並熟悉任一前端框架(我們使用Vue.js/Quasar)。
3. 熟悉任一後端開發語言(我們使用Python/Flask/Fastapi)，並熟悉任一資料庫SQL語法(我們使用PostgreSQL)，並能依需求建立後",台北市中正區經歷不拘大學,https://www.104.com.tw/job/6gyzz?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkhkb?jobsource=2018indexpoc
